Gene	Inheritance
STEAP3	AD
ATP6B1B2	AD
SHANK3	Isolated cases, AD
PVOP1	AD
RPS10	AD
RPS17	AD
SPATA5	AR
EIF2B2	AR
RPS14	Somatic mutation
SCA20	AD
CLPP	AR
ARL3	AR, AD
CCDC22	XLR
BCL11A	AD
SCA25	AD
SLC6A8	XLR
ARL6	AR
FRMD4A	AR
VHL	AR, AD
NK2	AD
DDOST	AR
ODZ3	AR
RIPK4	AR
NK6	AR
EED	AD
LAMA4	AD
CLPB	AR
AFG3L2	AR, AD
MBS3	AD
Contiguous gene deletion of between 0.6 - 4.8 Mb on chromosome 15q14 {UMLS C4227464}	AD
PAPSS2	AR
A11	AR, AD
A10	AR
GRHL2	AR, AD
A12	AR
UBQLN2	XLD
SLC9A3R1	AD
CCBE1	AR
WARS2	AR
GCLC	AR
AKAP9	AD
A1	AR, AD, XLR
A3	AR, AD
A2	AR, AD
A5	AD
TRMT10C	AR
A6	AR, XLD, AD
A9	AR
MTATP6	AR, Mitochondrial
MECP2	XLD, XLR, X-linked
cystine	AD
PAK1	AD
KCNJ13	AR, AD
RAX2	AD
KCNJ11	AR, AD
KCNJ10	AR
TFAM	AR
NAGS	AR
T7	AR
C4H2	XLR
T2	AR, AD
T3	AD
T1	AR
IRNAR2	AR
TNF	Autosomal dominant vs. multifactorial, AR, AD
MCOLN1	AR
TNC	AD
NAGA	AR
LIPT1	AR
MYND	AR, AD
RASA1	AD
ADD3	AR
ACTN2	AD
ACTN1	AD
PTCH1	AD
RNU4ATAC	AR
SLC40A1	AD
PTPRQ	AR, AD
ACTN4	AD
CLP1	AR
PDE6B	AR, AD
PLEKHM1	AR, AD
C1QTNF5	AD
KCNT1	AD
PTPRF	AR
FTSJ	XLR
KCNT2	AD
PTPRC	AR, Multifactorial
RP6	X-linked
CARTPT	AD
KRT25	AR
CCDC103	AR
MYO7A	AR, AD
PTPRJ	Somatic mutation
AARS2	AR
PGAP1	AR
BPTF	AD
PGAP3	AR
PGAP2	AR
CPO	AD
IFT43	AR
STK11	Somatic mutation, AD
STT3	AR
IFNAR2	AR
MFAP5	AD
RARS2	AR
HPRHP	AD
CST	AR
106B	AD
SCN3A	AD
TWNK	AR, AD
SLC6A5	AD
AGSPX	XLD
BRCA1	AR, AD
NDUFB8	AR
GALNT3	AR
PDE10A	AR, AD
PHIP	AD
RTN4R	AD
DMPK	AD
RCD1	AD
OFD1	XLD, XLR
VAC14	AR
PIK3R2	AD
ACPT	AR
MBS2	AD
WDR4	AR
PLEC1	AR, AD
DIAPH1	AR, AD
DIAPH2	XLD
DIAPH3	AD
WIPI2	AR
KIF1A	AR, AD
DEL1q41q42	Isolated cases
DMP1	AR
{117700.0001}).	AR
PAND1	AD
P	AR, XLR
Caused by duplication of 186-260kb on 16p13.3 {UMLS C3278863}	AD
SMARCD2	AR
RMND1	AR
GATA6	AD
SWIRM	AR
GATA4	AD
GATA5	AD
GATA2	AD
GATA3	AD
GATA1	Isolated cases, XLR
DIH1	Multifactorial
SPGF2	AD
DIH2	Autosomal recessive vs. multifactorial
TRIOBP	AR
MYP19	AD
CCND1	Somatic mutation, AD
GM2A	AR
SNAP29	AR
HMPS1	AD
CEP290	AR
UBIAD1	AD
TCF12	AD
LAT	AR
CSRP3	AD
DLX3	AD
LAP	AD
RMRP	AR
RFXANK	AR
TNFSF11	AR
IDDM6	Autosomal locus and allelic heterogeneity
ATP6V1A	AR, AD
GRD1	Autosomal recessive vs. dominant with relative sex limitation to females and reduced penetrance postulated, but more likely multifactorial
13A	AR
Caused by mutation in the LAS1-like ribosome biogenesis factor gene (LAS1L. {300964.0001})	XLR
BARD1	AD
UROS	AR
B3GAT3	AR
SFXN4	AR
PUM1	AD
BRP44L	AR
UROD	AD
CRIPT	AR
CRYBA1	AD
DUP8q22.1	AD
SERPINE1	AR
TNNT1	AR
MTND6	AR, Mitochondrial
TNNT3	AD
TNNT2	AD
PJVK	AR
SOX10	AD
SOX11	AD
IL17RC	AR
MSH3	AR
KCNMA1	AR, AD
RORB	AD
CAV3	AD
EFTUD2	AD
ABCA5	AR
ISG15	AR
C4A	AR
C12orf65	AR
MYP17	AD
DAOA	AD
MTND3	AR, Mitochondrial
PDLIM4	AD
ARL13B	AR
STAG1	AD
A2ML1	AD
SLSN3	AR
ABCA1	AR, AD
DFNX3	X-linked form
MME	AR, AD
NFASC	AR
SPG24	AR
SCARF2	AR
GDI1	XLD
FTL	AD
FTO	AR
IGH	Somatic mutation
USP8	Autosomal recessive vs. dominant MEN1
MRX89	XLD
CEP63	AR
ERLIN1	AR
BMND8	AD
IBD21	AD
GFM2	AR
SPG20	AR
PSAP	AR
ABCB11	AR
CBL	AD
LDLRAP1	AR
SLC22A4	Unproved inheritance
WDR34	AR
CBP	AD
KRT14	AR, AD
KRT13	AD
PDE6G	AR
PDE6D	AR
KRT10	AD
EDSS2	AR
FLNA	XLD, XLR, X-linked
FLNB	AR, AD
FLNC	AD
PRDM8	AR
C8orf37	AR
EIF4A3	AR
KRT18	Autosomal recessive cases, probably heterogeneous
DEL3q13.31	AD
DNMT1	AD
AB	AD
DENND5A	AR
Caused by duplication of 8q22.1-qter and deletion of 8pter-p23.1 {UMLS C2750055}	AD
WISP3	AR
ANIB1	AD
SMS	XLR
TLE6	AR
S29	AD
TP73L	AD
POLG	AR, AD
SLC4A4	AR
POLE	AR, AD
PRKCSH	AD
SLC4A1	AR, AD
HGSNAT	AR
NPC1	AR
PLP1	XLR
DCTN1	AD
RNASET2	AR
CDC6	AR
DONSON	AR
NDUFV3	AR
PKLR	AR, AD
NDUFV1	AR
ASPA	AR
CIITA	AR, Unproved inheritance
CD27	AR
CASQ2	AR
ASPH	AR
KIAA1109	AR
HFM1	AR
RBM12	AD
DFNA52	AD
RBM10	XLR
{107400.0001})	AR
ARCI7	AR
STXBP1	AD
ZEB2	AD
LAMA1	AR
LAMA2	AR
LAMA3	AR
MRT28	AR
MRT29	AR
L44	AR
MRT24	AR
MRT25	AR
DGAT1	AR
CHRDL1	XLR
HWE1	AD
MRT23	AR
WDR62	AR
MVD	AD
IL12RB1	AR
MVK	AR, AD
Caused by deletion of 3.0-30.0Mb on 14q11-q22 {UMLS C3278856}	Isolated cases
GOSR2	AR
YAP1	AD
MGR2	X-linked
MGR3	AD
F2	AR, AD, Multifactorial predisposition
CUL7	AR
MGR6	AD
F5	AR, AD, Multifactorial predisposition
MGR4	AD
MGR5	AD
F8	XLR
F9	XLR, AD
SUCLA2	AR
11B	AR, AD
ATP6V1E1	AR
SM1	AD
PLOD	AR
MRX82	XLR
ABCA7	AD
ABCA4	AR, AD
MRX81	XLR
MTND2	AR, Mitochondrial
VIII	AR, AD, XLR
MRX84	XLR
MARS	AR, AD
RFT1	AR
MRX88	X-linked
CPVT3	AR
TUBGCP4	AR
VIIA	AR, AD
TUBGCP6	AR
SGMS2	AD
CFD	AR
SDC3	AD
KCNC1	AD
KCNC3	AD
LGV1	Possible monogenic influence at a relatively small number of loci
FLAD1	AR
GM2	AR
IGSF1	XLR
PTHR1	AR, AD
MYOT	AD
CTNNB1	AD, Somatic mutation, Somatic
MITF	AR, AD
HTC2	XLD
HOXD10	AD
XVIII	AR
MYOC	AD
AQP2	AD
THRA	AD
FYB1	AR
Caused by partial duplication of mtDNA {UMLS C3151966}	Mitochondrial
FXN	AR
GPX1	AR
HIT	AR
HSD11B1	AD
KIAA0568	AR
MAD1L1	Somatic mutation
NHL	AR
CHI3L1	AD
FBP1	AR
MAB21L1	AR
MAB21L2	AD
NSUN2	AR
SLCO5A1	AD
ORP1	AD
ELOVL5	AD
PROP1	AR
NHS	XLD, X-linked
OCRL1	XLR
RPGRIP1L	AR
CNOT1	AD
APOL4	AD
HSD17B4	AR
APOL2	AD
Caused by deletion of 6-12Mb on 3pter-p25 {UMLS C3279183}	AD
TTLL5	AR
NOS1	AD
ITGB3	AR, AD
NOS3	AD, Multifactorial, Multifactorial predisposition
LTBP3	AR, AD
LTBP2	AR
ITGB6	AR
AEBP1	AR
SCN8A	AD
GAN	AR
RTN2	AD
Q	AR, AD
MDLS	AD
YARS2	AR
ATN1	AD
IRF2BPL	AD
SUFU	AR, AD, Somatic
APC2	AR
HGD	AR
SLC25A4	AR, AD
IGHM	AR
MYORG	AR
CRAT	AR
PER3	AD
SCZD7	AD
ZC4H2	XLR
PMPCA	AR
MTTS1	AR, Mitochondrial, AD
MTRNR1	Mitochondrial
DDX11	AR
MYO6	AR, AD
MBD5	AD
PAPA5	AR
TUBB3	AD
ZNF469	AR
DEL15q11.2	AD
S34	AR
Caused by deletion of 1.0-2.5Mb on chromosome 17q12 {UMLS C3553195}	AD
ACER3	AR
FAM111A	AD
NDUFA6	AR
DEC1	Somatic mutation
MLPH	AR
GDP	XLD
TPRKB	AR
COL11A1	AR, AD
COL11A2	AR, AD
MPC1	AR
TGDS	AR, AD
SIAT9	AR
TSPAN12	AD
GNPAT	AR
MAT1A	AD
GJB4	AD
HPS5	AR
FLJ90130	AR
EGI	AD
AGPS	AR
HPS1	AR
PKP2	AD
SLC25A19	AR
SLC25A15	AR
GCM2	AD
SLC25A13	AR
EGF	AR
SLC25A11	AD
DGCR2	AD
LBR	AR, AD
RAB	AR
TUBA3D	AD
SAD1	AR
RAN	AR
NFE2L2	AD
EPX	AR
CCAL1	AD
SPG36	AD
SLC17A8	AD
Contiguous gene deletion syndrome caused by microdeletion (43-490kb) of chromosome 11q13 {UMLS C2750334}	AD
SLC12A6	AR
SLC12A1	AR
RAS	NA, Somatic mutation, AR, AD, Somatic
NDUFA12	AR
NDUFA13	AR
alpha-1 gene ({137160.0003})	AD
Caused by interstitial duplication (3.7Mb) of 17p11.2 {UMLS C3277777}	Isolated cases
ICR1	Autosomal dominant (loss of paternal allele), AD
EVR3	AD
FGA	AR, AD
RAX	AR
CDK10	AR
KAT8	AD
IFT52	AR
EXT3	AD
EXT2	AR, AD
IFT57	AR
DJ1	AR
LKMCD	XLR
Caused by mutation in the androgen receptor gene (AR	XLR
XYLT2	AR
{120900.0006})	AD
LPP	AD
EYS	AR
LPL	AR, AD
2.4% {UMLS C1860799};\nTranslocation 21	Isolated cases
PIP5K1C	AR
Caused by mutation in the transcription factor 3 gene ({147141.0001})	AD
KIRREL3	AD
PFM3	AD
LPA	AD
ZAK	AR
13C	AR
13B	AR
GPDS1	AD
HSD17B3	AR
NDUFA11	AR
ARID1B	AD
Susceptibility conferred by mutation in the complement component 3 gene (C3	AD
VII	AR, AD
C1QC	AR
C1QB	AR
C1QA	AR
VIM	AD
Contiguous gene deletion of 91.6 kb to 4.74 Mb on chromosome 16p13.2 {UMLS C4227580}	AD
MAMLD1	XLR
AIH3	X-linked
PTPN12	Somatic mutation
MMAA	AR
ALDH5A1	AR
XRCC1	AR
WFS1	AR, AD
TYR	AR, AD
DIABLO	AD
ALG8	AR, AD
PDXK	AR
STAR	AR
VLDLR	AR
ALG2	AR
ALG3	AR
ALG1	AR
FUZ	AD
NOS2	Multifactorial
MASP1	AR
ABL1	AD
ADHD2	AD
ITGB2	AR
SLC29A3	AR
WHRN	AR
COX6B1	AR
TAC3R	AR
KIF22	AD
ITGB4	AR, AD
PKS	Somatic mosaicism
SLC11A2	AR
MRXSCS	XLR
MROS	AD
CEL	AD
IHH	AR, AD
INSL3	AD
FTSJ1	XLR
IA	AR
KLHL24	AD
FIG4	AR, AD
RAB11B	AD
TBC1D8B	X-linked
CLDN1	AR
HYDIN	AR
PHKG2	AR
ORAI1	AR, AD
ENUR1	Autosomal dominant (13q13-q14.3)
CHS1	AR
ENUR2	AD
STH	AD
MRXSMP	XLR
{605739.0001})	AR
MRAS	NA
MRAP	AR
RAG2	AR
DLAT	AR
DEL3pterp25	AD
TELO2	AR
SLC24A1	AR
TUBB2A	AD
ZBTB20	AD
SERPIND1	AD
NUDT15	AD
IRF3	AD
IRF1	Somatic mutation
RP63	AD
RNASEH2A	AR
IRF6	AD
RNASEH2C	AR
RNASEH2B	AR
8B	AR, AD, X-linked
CD3D	AR
IRF8	AR, AD
TUBB	AD
CTAA1	AD
MAOA	XLR
2A1	AR
DNMT3B	AR
PDX1	AR, AD
ETFB	AR
PEX1	AR
MUT	AR
MNG2	XLD
EFNB1	XLD
JBS	Isolated cases
PI4KA	AR
HDAC6	XLD
PMP2	AD
ZFHX4	AD
GFND1	AD
CCDC50	AD
AHI1	AR
ZFHX3	Somatic mutation
ZFHX2	AD
Caused by mutation in the 72-kD signal recognition particle gene (SRP72. {602122.0001})	AD
HGF	AR
PGAM2	AR
KIF11	AD
CHAT	AR
KTCN7	AD
AKR1C4	AR
L18	AD
XYLT1	AR
GP1BB	AR
GABRA1	AD
ITIH4	AD
FECH	AR
GABRA2	Probably multifactorial, genetically influenced
ASS	AR
NLRP7	AR
NLRP1	AD
ZBTB16	AR
NLRP3	AD
MIR204	AD
PSEN2	AD
PSEN1	AD
ZBTB18	AD
CDT1	AR
C1QBP	AR
FCSK	AR
WDR26	AD
RAB18	AR
TRAPPC11	AR
RJBS	AR
TRAPPC12	AR
PAFC	AD
CST3	AD
SRP72	AD
TNFSF7	AR
MED23	AR
TNFSF5	XLR
GTDC2	AR
KLHL10	AD
VPS33A	AR
UFM1	AR
KLHL15	XLR
CSTB	AR
MED25	AR
NAGLU	AR, AD
CSTA	AR
GMPPA	AR
GMPPB	AR
DFNB40	AR
WDFY3	AD
occasionally due to interstitial duplication of 22q11 {UMLS C3805408}	AD
MTOR	AR, Somatic mutation, AD
LAMP2	XLD
ACADSB	AR
DFNB47	AR
PTOS2	XLD
PTOS1	AD
LRSL	Isolated cases
PIP5K3	AD
TRIT1	AR
ITK	AR
KIF1B	AD
KIF1C	AR
DLC1	Somatic mutation
TCTN2	AR
GLI	AR
KN	AR
ALDH2	AD
KL	AR
OMS	AD
SHOC2	AD
RAD51	AR, AD
UVSSA	AR
SEPT9	AD
45B	AR
REEP6	AR
NEU1	AR
POU4F3	AD
IFNGR1	Not determined, AR, AD
SRCAP	AD
MTTS2	Mitochondrial
AAA	AR, AD
DFNA16	AD
TCTN3	AR
ERCC2	AR
ERCC3	AR
LCAT	AR
ERCC5	AR
ERCC6	AR, Somatic mutation, AD
SCN9A	AR, AD
CD244	Unproved inheritance
MRPS16	AR
Caused by mutation in the gamma-aminobutyric acid receptor	AD
SOX9	AD
NLRP12	AD
SOX2	AD
SOX3	XLD, X-linked
DUP3q29	AD
HIP1	Somatic mutation
SOX4	AD
SOX5	AD
TRDN	AR
LOXL1	AD
CEBPA	AD
KWE	AD
ASAH1	AR
CEBPE	AR
XH2	XLR
PRKG1	AD
UNC119	AD
SRS	Autosomal dominant (loss of paternal allele)
XRCC4	AR
DVL3	AD
MED12	XLR
DVL1	AD
TNNI2	AD
TNNI3	AR, AD
PRIMPOL	AD
ABCB4	AR, AD
NACHT	AR
LMAN2L	AR
TTPA	AR
MHS2	Autosomal dominant form (unlinked to 19q13.1-q13.2)
MFSD8	AR
KCND3	AD
TCTN1	AR
KLKB1	AR
TPP1	AR
TEAD1	AD
TMEM240	AD
SLC9A6	XLD
CYBB	XLR
CYBA	AR
Caused by microduplication of 3q29 {UMLS C2677798}	AD
TNFRSF11A	AR, AD
MRX53	XLR
PPP3CA	AD
SLE	AD
MRX50	X-linked
CEACAM16	AR, AD
CTNS	AR
CIDEC	AR
CTNNA2	AR
CTNNA3	AD
ERCC8	AR
ETS	AD
RAD51C	AR
SPTAN1	AD
CLEC7A	AR
BFIS1	AD
LCA5	AR
NOTCH2	AD
NOTCH3	AD
EGR2	AR, AD
SEC23	AR, AD
AMME	XLR
ADH1B	Probably multifactorial, genetically influenced
AA2	AD
KAT6B	AD
CACNG2	AD
SLC1A3	AD
TGIF1	AD
MUSK	AR
HSF4	AD
CRLF1	AR
NKX2E	AD
ACAT1	AR
BGN	XLR, X-linked
MEIS2	AD
MYL4	AD
TGM3	AR
MYL2	AD
MYL3	AD
SCASI	AR
MYL1	AR
ATP2C1	AD
GHSR	AD
SLC30A2	AD
HYT1	Multifactorial
IGAN2	AD
POC1A	AR
LINGO1	AR
DEL15q14	AD
SELENBP1	AR
BHLHE41	AD
PARK7	AR
EML1	AR
RORC	AR
S1PR2	AR
BOS2	AD
MAPK8IP1	AD
POU6F2	AD
{136850.0001})	AR
MCOPCT1	AD
YARS	AD
MAGI2	AR
MYRF	AD
HYT4	Multifactorial
STAT2	AR
HUWE1	X-linked
CETP	AD
SYT14	AR
LAS1L	XLR
ACRPV	AD
NARS2	AR
EXTL3	AR
C10ORF2	AR, AD
ETFDH	AR
THO	AR, XLR
ANXA11	AD
SLC25A20	AR
PH	AR
SLC25A26	AR
PNPLA8	AR
SLC25A24	AD
ARHGDIA	AR
VPS35	AD
IL1	XLR
ROR2	AR, AD
ROR1	AR
PLA2G4A	AR
RSPO2	AR
RSPO1	AR
ATIC	AR
NIN	AR
RSPO4	AR
CDK13	AD
DHODH	AR
FAAHP1	AD
MYLK	AD
KIT	Somatic mutation, AD
HPS6	AR
ASL	AR
EDAR	AR, AD
NCAPH	AR
MYO5B	AR
MYO5A	AR
COPB2	AR
KCNV2	AR
SNTA1	AD
MPIG6B	AR
Contiguous gene deletion syndrome caused by deletion (3.4 kb) of chromosome Xq28 {UMLS C3275434}	XLR
APP	AD
KAOGS	Autosomal dominant (loss of maternal allele)
PLCB1	AR
TSHB	AR
CRX	Autosomal dominant (19q13.1-q13.2)
ADNP	AD
GPX4	AR
C10ORF11	AR
NOP10	AR
HRM2	AD
RXYLT1	AR
ABCD1	XLR
TSHR	AR, AD
ECA1	AD
AP4B1	AR
B9D2	AR
B9D1	AR
JARID1C	XLR
PR	AR, AD
SDHAF1	AR
3.3% {UMLS C1860800}	Isolated cases
SUMF1	AR
GLDN	AR
NONO	X-linked
WNK	AD
GLDC	AR
HECT	AR, AD, X-linked
SLC25A12	AR
MKS1	AR
Caused by mutation in the tyrosine hydroxylase gene (TH	AR
RTN4IP1	AR
GRIA3	XLR
HARS	AR, AD
B4GALT1	AR
TRPM6	AR
TRPM7	AD
B4GALT7	AR
PGK1	XLR
FCN3	AR
P3	XLR
P1	AD
TUBB8	AD
CFAP69	AR
NAXE	AR
GNRH1	AR
SGOL1	AR
TRRAP	AD
TUBB1	AD
FAN1	AR
S	AR, AD
HERC2	AR
DNA-directed)	AD
PAPA2	AD
MTND1	Mitochondrial
ARV1	AR
APTX	AR
MGR1	AD
DCN	AD
HJCD	AR
CR2	AR
LCT	AR
IMPG2	AR, AD
GALK1	AR
SPRY	AR
IMPG1	AD
OTOA	AR
RNA	AR, Mitochondrial, AD, XLR
SLURP1	AR
OTOF	AR
C4ORF26	AR
Caused by mutation in the membrane-bound transcription factor protease	AR
APOPT1	AR
SKI	AD
PCNA	AR
XII	AR, AD
STRC	AR
AGTR1	AR, Multifactorial
SYN2	AD
LCK	AR
SYN1	XLR
ZNF644	AD
PTH1R	AR, AD
Contiguous gene syndrome caused by deletion (580kb-22.5Mb) of 3q13.31 {UMLS C3809502}	AD
D10	AD
D13	Isolated cases, AD
GATAD1	AR
MMVP1	AD
KCTD1	AD
MMVP3	AD
MEIS1	AD
USP18	AR
LAMC2	AR
TNIK	AR
DARS2	AR
EIF3F	AR
CDSN	AR, AD
CD3	AR
DNAAF1	AR
PSTPIP1	AD
DNAAF3	AR
DNAAF4	AR, AD
DNAAF5	AR
SLC17A5	AR
POFUT1	AD
IFT27	AR
SLC12A5	AR, AD
EEC1	AD
SNX14	AR
STAT3	AD
SEC23A	AR
SEC23B	AR, AD
SNX10	AR
CD81	AR
MAP11	AR
HPRT1	XLR
CD82	Somatic mutation
MRX14	X-linked
BEAN1	AD
MARK3	AR
NDUFA10	AR
DPM3	AR
DPM2	AR
DPM1	AR
P3H2	AR
CYP27B1	AR
IGBP1	XLR
SLC12A3	AR
MC1R	AR
CRYAB	AR, AD
FADD	AR
LRTOMT	AR
NOLA3	AR
NOLA2	AR
142A	AR
AGA1	AD
OPHLC	Isolated cases
ELG9	AD
OCLN	AR
ESR2	AD
GABRB2	AD
GABRB3	AD
RCHTS	AR
NEUROD2	AD
PORCN	XLD
NRCLP3	AD
NEUROD1	AD
LRP6	AD
LRP4	AR, AD
LRP5	AR, AD
MENOQ1	XLD
ASNS	AR
PTLAH	AD
PLG	AR
NANOS1	AD
WDR11	AD
TMTC3	AR
FGB	AR
A contiguous gene syndrome caused by deletion of the alpha-1 hemoglobin ({141800}) and alpha-2 hemoglobin ({141850}) genes	AD
STN1	AR
PLN	AD
WDR19	AR
AICDA	AR
PDE4D	AD
CFC1	AD
CDH11	AR
STIM1	AR, AD
RLS1	AD
SLC3A1	AR, AD
ANTXR1	AR, AD
SLC25D1	AR
ANTXR2	AR
WASP	XLR
FANCA	AR
SPG29	AD
PRDM6	AD
CYCS	AD
PTPRO	AR
MAP2K2	AD
MAP2K1	AD
USP9Y	Y-linked (Yq11.23)
MIR17HG	AD
WS2B	Autosomal dominant not linked to PAX3 or 2q35
GPD2	AD
NLRC4	AD
DFNB55	AR
CNBP	AD
NEXMIF	XLD
MICU1	AR
PTPN22	Autosomal recessive susceptibility, AD, Unproved inheritance
6H	AD
CNTNAP1	AR
FEB2	AD
FEB5	AD
EXT1	AR, AD
TRAPPC2L	AR
FEB6	AD
FEB9	AD
NEFL	AD
CHIT1	AR
IMP5	AD
NEFH	AD
UGT1A1	AR, Major gene effect in 11.5% of persons analyzed
TPO	AR
NIPBL	AD
GAL	AD
ATF6	AR
SERPINI1	AD
AVPR2	XLR
ELAC	AR
GAA	AR
HLA-DR1B	AD
WNT2B	AR
KMT2B	AD
KMT2A	AD
HSPB3	AD
HSPB1	AD
MTR	AR
CYP4V2	AR
C21ORF59	AR
HSPB8	AD
MTTQ	Mitochondrial
ARNT2	AR
PHF6	XLR
SUCLG1	AR
RHOBTB2	AD
PSS	Contiguous gene syndrome (11p13-p11 region)
ALDOA	AR
SLITRK1	AD
ALDOB	AR
ADAM22	AR
DIS3L2	AR
DYT15	AD
DYT17	AR
HCFC1	XLR
DYT13	AD
ARX	XLR, X-linked
MAPK	AR
FSHB	AR
CYC1	AR
ZNF711	X-linked
TIA1	AD
PSAT1	AR
HAGH	AD
OTSC7	AD
ABCC8	AD
ABCC9	AD
MAPT	Autosomal recessive vs. dominant with low penetrance and expression, AD
OTSC3	AD
DEL15q25	AD
ABCC6	AR, AD
EPG5	AR
OTSC8	AD
CDC45L	AR
ABCC2	AR
KCNE2	AD
IGHR	AD
GSS	AR
KCNE1	AR, AD
CNA1	AD
WASHC4	AR
BAG3	AD
ADAMTSL2	AR
TIR	AD
DHCR7	AR
CASP10	AD
GSC	AR
MRX45	X-linked
HPCA	AR
SCO2	AR, AD
SCO1	AR
BDNF	AD, Multifactorial
THPO	AD
CD247	AR
HRG	AD
MSR1	Somatic mutation
SPINT2	AR
AHDC1	AD
AGBL1	AD
PCCA	AR
RYR1	AR, AD
NDST1	AR
MYMK	AR
RYR2	AD
MMADHC	AR
DNASE1	AD
LIG4	AR, Somatic mutation
KIAA0825	AR
CSNK1D	AD
KHK	AR
SFTPA2	AD
KDF1	AD
SFTPA1	AD
EDN1	AR, AD
RPIA	AR
EDN3	AD
NNT	AR
MRPS2	AR
IREB2	AR
ISCU	AR
DEL16p13.2	AD
IL36RN	AR
JAM3	AR
RSPRY1	AR
ECTD5	AR
SAMD9L	AD
ENPP1	AR, AD
HYPT10	AR
TSPAN7	XLR
CACNA2D2	AR
ATP2B3	XLR
RHBDF2	AD
NKX6-2	AR
TDP1	AR
TDP2	AR
HPC5	Somatic mutation
FDPS	AD
HPC6	Somatic mutation
KCTD17	AD
FN1	AD
HPC3	Somatic mutation
PPP2CA	AD
MEGF10	AR
HBG2	AD
HBG1	AD
PPIP5K2	AR
UQCC2	AR
MEFV	AR, AD
TCHH	AR
B1	AR, XLD, AD
B2	AR, AD
B3	AR
VUR	Autosomal dominant vs. multifactorial
B8	AR
B9	AR
KDM5B	AR
KDM5C	XLR
DFNA43	AD
NYX	XLR
SLC20A	AD
CTNND1	AD
AIPL1	AR
DWS	Isolated cases
U4	AR
EP300	Somatic mutation, AD
TBX5	AD
LRPPRC	AR
PLS3	XLD
H6PD	AR
FA2H	AR
CHCHD10	AD
GLUL	AR
BCHE	AR
DNM2	AR, AD
PSENEN	AD
SPLRTN	AR
MAPKAPK3	AD
SLC25A38	AR
P450	AR, AD
PDHX	AR
GIPC3	AR
AP4S1	AR
SH3GL1	AD
TUBA1A	AD
SCAR3	AR
CPA6	AR, AD
OTX2	AD
PVRL1	AR
Contiguous gene syndrome caused by duplication (700-kb) of chromosome 14q32 {UMLS C4228254}	AD
PIK3R5	AR
RNF170	AD
PVRL4	AR
PIK3R1	AR, AD
SH3BP2	AD
CPT2	AR, AD
IFT122	AR
SAMD9	AR, AD
UMOD	AD
CRYAA	AD
SLC10A2	AR
STAG2	X-linked
STAG3	AR
Caused by duplication of 1.0-2.5Mb on chromosome 17q12 {UMLS C3553157}	AD
IFT74	AR
KIAA1279	AR
S19	AD
GYS1	AR
GYS2	AR
NPHS2	AR
AP5Z1	AR
PPP2R1B	Somatic mutation
NPHS1	AR
PALB2	AD
STT3A	AR
Contiguous gene syndrome caused by 50-kb deletion of proximal 19q13.11 {UMLS C4313417}	AD
RFXAP	AR
TAF6	AR
MMAB	AR
11A	AR, AD
H6	AR
11C	XLR
ETV6	AD
EMP2	AR
REEP2	AD
SLC1A1	AR
G6PD	XLD
G6PC	AR
CND	X-linked
KIAA0442	AD
ELMO2	AR
16E	AR
POMT1	AR
U	AR, AD
Caused by mutation in the glucosaminyl (N-acetyl) transferase 2	AD
FAM111B	AD
NIDDM4	AD
GCSH	AR
Caused by mutation in the plakophilin-2 gene ({602861.0001})	AD
MRT19	AR
S10	AD
ALAD	AR
POLG2	AD
POF1B	XLR
S17	AD
FCGR2B	AD
IDS	XLR
S16	AR
IYD	AR
WD40	AR
C8ORF38	AR
{608786.0001})	AR
HOXA11	AD
SOS2	AD
Caused by chromosomal mosaicism {UMLS C1845882}	Somatic mosaicism
CYB5R3	AR
ACAVLD	AR
IKZF1	AD
ARMC4	AR
FUS	AD
TICAM1	AD
SMIM1	AR
ARMC5	AD
GUF1	AR
GRAP	AR
MTAP	AD
PIBF	AR
UBE2A	XLR
HNRNPU	AD
PACS1	AD
POLD1	AD
C11orf73	AR
HNRNPK	AD
MTCO2	AR
MTCO3	AR, Mitochondrial
FASL	AD
XXVIC	AR
REEP1	AD
SLC25A32	AR
DEL3q29	Isolated cases
TCF20	AD
XXVII	AR
ZFYVE27	AD
CECR1	AR
CRELD1	AD
PRUNE	AR
ITPA	AR
NFIB	AD
TMEM127	AD
ALG6	AR
SLC13A3	AR
HMGA2	Somatic mutation
SLC13A5	AR
ARL6IP1	AR
HMGA1	AD
CHRNA4	Genetic factors seem to contribute only in light smokers and heavy smokers, AD
DSG2	AD
SLC7A7	AR
CHRNA1	AR, AD
CHRNA2	AD
SERPINF2	AR
GTS	AD
NCSTN	AD
FEZ	AR
TNNI3K	AD
PBLT	Multifactorial
MAPK8IP3	AD
CEP152	AR
ND2	Mitochondrial
DICER1	Somatic mosaicism, AD
PSPH	AR
PCNT	AR
TATA	AR, XLR, AD
GLUD2	AD
GLUD1	AD
SLC6A16	AR
DELXp11.3	XLR
MGME1	AR
ADHD4	AD
E3B	AR
E3A	Autosomal dominant (loss of maternal allele)
DRPLA	AD
USB1	AR
CHP1	AR
CLCN4	XLD
CMD1B	AD
AA1	Multifactorial
SMARCE1	AD
CIC	AD
KARS	AR
AARS	AR, AD
PCNT2	AR
RAB39B	XLR
CD55	AR
PRKCG	AD
CPAMD8	AR
CD59	AR
HAX1	AR
IL12B	AR
KCNJ18	AD
SLC33A1	AR, AD
CHD4	AD
CCDC11	AR
LEPREL1	AR
