HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Orphanet ID	OMIM ID
HGNC:11037	Approved	SLC5A2	solute carrier family 5 member 2	6524	119697	182381
HGNC:11038	Approved	SLC5A3	solute carrier family 5 member 3	6526		600444
HGNC:11039	Approved	SLC5A4	solute carrier family 5 member 4	6527		
HGNC:53163	Approved	SLC5A4-AS1	SLC5A4 antisense RNA 1	110806273		
HGNC:45041	Approved	SLC5A4P1	solute carrier family 5 member 4 pseudogene 1	100422550		
HGNC:11040	Approved	SLC5A5	solute carrier family 5 member 5	6528	119700	601843
HGNC:11041	Approved	SLC5A6	solute carrier family 5 member 6	8884		604024
HGNC:14025	Approved	SLC5A7	solute carrier family 5 member 7	60482	320785	608761
HGNC:19119	Approved	SLC5A8	solute carrier family 5 member 8	160728	471094	608044
HGNC:22146	Approved	SLC5A9	solute carrier family 5 member 9	200010		
HGNC:23155	Approved	SLC5A10	solute carrier family 5 member 10	125206		
HGNC:23091	Approved	SLC5A11	solute carrier family 5 member 11	115584		610238
HGNC:28750	Approved	SLC5A12	solute carrier family 5 member 12	159963		612455
HGNC:11042	Approved	SLC6A1	solute carrier family 6 member 1	6529	431886	137165
HGNC:40546	Approved	SLC6A1-AS1	SLC6A1 antisense RNA 1	100874090		
HGNC:11048	Approved	SLC6A2	solute carrier family 6 member 2	6530	449814	163970
HGNC:11049	Approved	SLC6A3	solute carrier family 6 member 3	6531	244693	126455
HGNC:11050	Approved	SLC6A4	solute carrier family 6 member 4	6532	471098	182138
HGNC:11051	Approved	SLC6A5	solute carrier family 6 member 5	9152	158412	604159
HGNC:11052	Approved	SLC6A6	solute carrier family 6 member 6	6533		186854
HGNC:11053	Approved	SLC6A6P1	solute carrier family 6 member 6 pseudogene 1	54019		
HGNC:11054	Approved	SLC6A7	solute carrier family 6 member 7	6534		606205
HGNC:11055	Approved	SLC6A8	solute carrier family 6 member 8	6535	119705	300036
HGNC:11056	Approved	SLC6A9	solute carrier family 6 member 9	6536		601019
HGNC:11043	Approved	SLC6A10P	solute carrier family 6 member 10, pseudogene	386757		
HGNC:11044	Approved	SLC6A11	solute carrier family 6 member 11	6538		607952
HGNC:11045	Approved	SLC6A12	solute carrier family 6 member 12	6539		603080
HGNC:11046	Approved	SLC6A13	solute carrier family 6 member 13	6540		615097
HGNC:11047	Approved	SLC6A14	solute carrier family 6 member 14	11254	471096	300444
HGNC:13621	Approved	SLC6A15	solute carrier family 6 member 15	55117		607971
HGNC:13622	Approved	SLC6A16	solute carrier family 6 member 16	28968		607972
HGNC:31399	Approved	SLC6A17	solute carrier family 6 member 17	388662	423450	610299
HGNC:26441	Approved	SLC6A18	solute carrier family 6 member 18	348932	173509	610300
HGNC:27960	Approved	SLC6A19	solute carrier family 6 member 19	340024	119703	608893
HGNC:30927	Approved	SLC6A20	solute carrier family 6 member 20	54716	173505	605616
HGNC:31400	Approved	SLC6A21P	solute carrier family 6 member 21, pseudogene	652969		
HGNC:11057	Approved	SLC7A1	solute carrier family 7 member 1	6541	471100	104615
HGNC:11060	Approved	SLC7A2	solute carrier family 7 member 2	6542		601872
HGNC:11061	Approved	SLC7A3	solute carrier family 7 member 3	84889		300443
HGNC:11062	Approved	SLC7A4	solute carrier family 7 member 4	6545		603752
HGNC:11063	Approved	SLC7A5	solute carrier family 7 member 5	8140	471104	600182
HGNC:29458	Approved	SLC7A5P1	solute carrier family 7 member 5 pseudogene 1	81893		
HGNC:24951	Approved	SLC7A5P2	solute carrier family 7 member 5 pseudogene 2	387254		
HGNC:11064	Approved	SLC7A6	solute carrier family 7 member 6	9057		605641
HGNC:25807	Approved	SLC7A6OS	solute carrier family 7 member 6 opposite strand	84138		
HGNC:11065	Approved	SLC7A7	solute carrier family 7 member 7	9056	119709	603593
HGNC:11066	Approved	SLC7A8	solute carrier family 7 member 8	23428		604235
HGNC:11067	Approved	SLC7A9	solute carrier family 7 member 9	11136	119713	604144
HGNC:11058	Approved	SLC7A10	solute carrier family 7 member 10	56301	471102	607959
HGNC:11059	Approved	SLC7A11	solute carrier family 7 member 11	23657		607933
HGNC:44064	Approved	SLC7A11-AS1	SLC7A11 antisense RNA 1	641364		
HGNC:23092	Approved	SLC7A13	solute carrier family 7 member 13	157724		617256
HGNC:29326	Approved	SLC7A14	solute carrier family 7 member 14	57709	401123	615720
HGNC:54092	Approved	SLC7A14-AS1	SLC7A14 antisense RNA 1	101928583		
HGNC:32724	Approved	SLC7A15P	solute carrier family 7 member 15, pseudogene	100289450		
HGNC:11068	Approved	SLC8A1	solute carrier family 8 member A1	6546	471106	182305
HGNC:44102	Approved	SLC8A1-AS1	SLC8A1 antisense RNA 1	100128590		
HGNC:11069	Approved	SLC8A2	solute carrier family 8 member A2	6543		601901
HGNC:11070	Approved	SLC8A3	solute carrier family 8 member A3	6547		607991
HGNC:26175	Approved	SLC8B1	solute carrier family 8 member B1	80024		609841
HGNC:11071	Approved	SLC9A1	solute carrier family 9 member A1	6548	457065	107310
HGNC:11072	Approved	SLC9A2	solute carrier family 9 member A2	6549		600530
HGNC:11073	Approved	SLC9A3	solute carrier family 9 member A3	6550	456093	182307
HGNC:40550	Approved	SLC9A3-AS1	SLC9A3 antisense RNA 1	100288152		
HGNC:11074	Approved	SLC9A3P1	solute carrier family 9 member 3 pseudogene 1	6551		
HGNC:19325	Approved	SLC9A3P2	solute carrier family 9 member 3 pseudogene 2	128997		
HGNC:33492	Approved	SLC9A3P3	solute carrier family 9 member 3 pseudogene 3	728990		
HGNC:11075	Approved	SLC9A3R1	SLC9A3 regulator 1	9368	244322	604990
HGNC:11076	Approved	SLC9A3R2	SLC9A3 regulator 2	9351	471108	606553
HGNC:11077	Approved	SLC9A4	solute carrier family 9 member A4	389015		600531
HGNC:11078	Approved	SLC9A5	solute carrier family 9 member A5	6553		600477
HGNC:11079	Approved	SLC9A6	solute carrier family 9 member A6	10479	158415	300231
HGNC:17123	Approved	SLC9A7	solute carrier family 9 member A7	84679		300368
HGNC:32679	Approved	SLC9A7P1	solute carrier family 9 member 7 pseudogene 1	121456		
HGNC:20728	Approved	SLC9A8	solute carrier family 9 member A8	23315		612730
HGNC:20653	Approved	SLC9A9	solute carrier family 9 member A9	285195	318779	608396
HGNC:40928	Approved	SLC9A9-AS1	SLC9A9 antisense RNA 1	100885796		
HGNC:40929	Approved	SLC9A9-AS2	SLC9A9 antisense RNA 2	106480356		
HGNC:24244	Approved	SLC9B1	solute carrier family 9 member B1	150159		611527
HGNC:37492	Approved	SLC9B1P1	solute carrier family 9 member B1 pseudogene 1	100128190		
HGNC:37493	Approved	SLC9B1P2	solute carrier family 9 member B1 pseudogene 2	389000		
HGNC:43582	Approved	SLC9B1P3	solute carrier family 9 member B1 pseudogene 3	100421008		
HGNC:43583	Approved	SLC9B1P4	solute carrier family 9 member B1 pseudogene 4	644768		
HGNC:43584	Approved	SLC9B1P5	solute carrier family 9 member B1 pseudogene 5	100533705		
HGNC:25143	Approved	SLC9B2	solute carrier family 9 member B2	133308		611789
HGNC:31401	Approved	SLC9C1	solute carrier family 9 member C1	285335		612738
HGNC:28664	Approved	SLC9C2	solute carrier family 9 member C2 (putative)	284525		
HGNC:10905	Approved	SLC10A1	solute carrier family 10 member 1	6554		182396
HGNC:10906	Approved	SLC10A2	solute carrier family 10 member 2	6555	457478	601295
HGNC:22979	Approved	SLC10A3	solute carrier family 10 member 3	8273		312090
HGNC:22980	Approved	SLC10A4	solute carrier family 10 member 4	201780		618563
HGNC:22981	Approved	SLC10A5	solute carrier family 10 member 5	347051		618582
HGNC:48930	Approved	SLC10A5P1	SLC10A5 pseudogene 1	100631269		
HGNC:30603	Approved	SLC10A6	solute carrier family 10 member 6	345274		613366
HGNC:23088	Approved	SLC10A7	solute carrier family 10 member 7	84068		611459
HGNC:10907	Approved	SLC11A1	solute carrier family 11 member 1	6556	158401	600266
HGNC:10908	Approved	SLC11A2	solute carrier family 11 member 2	4891	118732	600523
HGNC:10910	Approved	SLC12A1	solute carrier family 12 member 1	6557	118737	600839
HGNC:10911	Approved	SLC12A2	solute carrier family 12 member 2	6558		600840
HGNC:10912	Approved	SLC12A3	solute carrier family 12 member 3	6559	118740	600968
HGNC:10913	Approved	SLC12A4	solute carrier family 12 member 4	6560		604119
HGNC:13818	Approved	SLC12A5	solute carrier family 12 member 5	57468	444948	606726
HGNC:53143	Approved	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1	109729184		
HGNC:10914	Approved	SLC12A6	solute carrier family 12 member 6	9990	118742	604878
HGNC:10915	Approved	SLC12A7	solute carrier family 12 member 7	10723		604879
HGNC:15595	Approved	SLC12A8	solute carrier family 12 member 8	84561		611316
HGNC:17435	Approved	SLC12A9	solute carrier family 12 member 9	56996		616861
HGNC:40807	Approved	SLC12A9-AS1	SLC12A9 antisense RNA 1	105375430		
HGNC:10916	Approved	SLC13A1	solute carrier family 13 member 1	6561		606193
HGNC:10917	Approved	SLC13A2	solute carrier family 13 member 2	9058		604148
HGNC:14430	Approved	SLC13A3	solute carrier family 13 member 3	64849		606411
HGNC:15827	Approved	SLC13A4	solute carrier family 13 member 4	26266		604309
HGNC:23089	Approved	SLC13A5	solute carrier family 13 member 5	284111	413976	608305
HGNC:10918	Approved	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	6563		613868
HGNC:10919	Approved	SLC14A2	solute carrier family 14 member 2	8170		601611
HGNC:51125	Approved	SLC14A2-AS1	SLC14A2 antisense RNA 1	101927980		
HGNC:10920	Approved	SLC15A1	solute carrier family 15 member 1	6564		600544
HGNC:10921	Approved	SLC15A2	solute carrier family 15 member 2	6565		602339
HGNC:18068	Approved	SLC15A3	solute carrier family 15 member 3	51296		610408
HGNC:23090	Approved	SLC15A4	solute carrier family 15 member 4	121260		615806
HGNC:33455	Approved	SLC15A5	solute carrier family 15 member 5	729025		
HGNC:10922	Approved	SLC16A1	solute carrier family 16 member 1	6566	168122	600682
HGNC:49445	Approved	SLC16A1-AS1	SLC16A1 antisense RNA 1	100506392		
HGNC:48931	Approved	SLC16A1P1	SLC16A1 pseudogene 1	100422547		
HGNC:10923	Approved	SLC16A2	solute carrier family 16 member 2	6567	118746	300095
HGNC:10924	Approved	SLC16A3	solute carrier family 16 member 3	9123		603877
HGNC:10925	Approved	SLC16A4	solute carrier family 16 member 4	9122		603878
HGNC:10926	Approved	SLC16A5	solute carrier family 16 member 5	9121		603879
HGNC:10927	Approved	SLC16A6	solute carrier family 16 member 6	9120		603880
HGNC:48932	Approved	SLC16A6P1	SLC16A6 pseudogene 1	440459		
HGNC:10928	Approved	SLC16A7	solute carrier family 16 member 7	9194		603654
HGNC:16270	Approved	SLC16A8	solute carrier family 16 member 8	23539		610409
HGNC:23520	Approved	SLC16A9	solute carrier family 16 member 9	220963		614242
HGNC:17027	Approved	SLC16A10	solute carrier family 16 member 10	117247	471068	607550
HGNC:23093	Approved	SLC16A11	solute carrier family 16 member 11	162515		615765
HGNC:23094	Approved	SLC16A12	solute carrier family 16 member 12	387700	140058	611910
HGNC:51205	Approved	SLC16A12-AS1	SLC16A12 antisense RNA 1	101926906		
HGNC:31037	Approved	SLC16A13	solute carrier family 16 member 13	201232		
HGNC:26417	Approved	SLC16A14	solute carrier family 16 member 14	151473		
HGNC:43809	Approved	SLC16A14P1	solute carrier family 16 member 14 pseudogene 1	100128685		
HGNC:10929	Approved	SLC17A1	solute carrier family 17 member 1	6568		182308
HGNC:10930	Approved	SLC17A2	solute carrier family 17 member 2	10246		611049
HGNC:10931	Approved	SLC17A3	solute carrier family 17 member 3	10786		611034
HGNC:10932	Approved	SLC17A4	solute carrier family 17 member 4	10050		604216
HGNC:10933	Approved	SLC17A5	solute carrier family 17 member 5	26503	118753	604322
HGNC:16703	Approved	SLC17A6	solute carrier family 17 member 6	57084		607563
HGNC:16704	Approved	SLC17A7	solute carrier family 17 member 7	57030		605208
HGNC:20151	Approved	SLC17A8	solute carrier family 17 member 8	246213	169896	607557
HGNC:16192	Approved	SLC17A9	solute carrier family 17 member 9	63910	413026	612107
HGNC:10934	Approved	SLC18A1	solute carrier family 18 member A1	6570		193002
HGNC:10935	Approved	SLC18A2	solute carrier family 18 member A2	6571	356164	193001
HGNC:10936	Approved	SLC18A3	solute carrier family 18 member A3	6572	471070	600336
HGNC:21573	Approved	SLC18B1	solute carrier family 18 member B1	116843		613361
HGNC:10937	Approved	SLC19A1	solute carrier family 19 member 1	6573	311352	600424
HGNC:10938	Approved	SLC19A2	solute carrier family 19 member 2	10560	118762	603941
HGNC:16266	Approved	SLC19A3	solute carrier family 19 member 3	80704	118766	606152
HGNC:10946	Approved	SLC20A1	solute carrier family 20 member 1	6574		137570
HGNC:20051	Approved	SLC20A1P1	solute carrier family 20 member 1 pseudogene 1	192127		
HGNC:42539	Approved	SLC20A1P2	solute carrier family 20 member 1 pseudogene 2	192128		
HGNC:42538	Approved	SLC20A1P3	solute carrier family 20 member 1 pseudogene 3	646052		
HGNC:10947	Approved	SLC20A2	solute carrier family 20 member 2	6575	293028	158378
HGNC:10950	Entry Withdrawn	SLC21A1	solute carrier family 21 (organic anion transporter), member 1			
HGNC:10957	Entry Withdrawn	SLC21A4	solute carrier family 21 (organic anion transporter), member 4			
HGNC:10958	Entry Withdrawn	SLC21A5	solute carrier family 21 (organic anion transporter), member 5			
HGNC:10960	Entry Withdrawn	SLC21A7	solute carrier family 21 (organic anion transporter), member 7			
HGNC:10951	Entry Withdrawn	SLC21A10	solute carrier family 21 (organic anion transporter), member 10			
HGNC:10954	Entry Withdrawn	SLC21A13	solute carrier family 21 (organic anion transporter), member 13			
HGNC:10963	Approved	SLC22A1	solute carrier family 22 member 1	6580		602607
HGNC:10966	Approved	SLC22A2	solute carrier family 22 member 2	6582	471074	602608
HGNC:10967	Approved	SLC22A3	solute carrier family 22 member 3	6581		604842
HGNC:10968	Approved	SLC22A4	solute carrier family 22 member 4	6583		604190
HGNC:10969	Approved	SLC22A5	solute carrier family 22 member 5	6584	118781	603377
HGNC:10970	Approved	SLC22A6	solute carrier family 22 member 6	9356		607582
HGNC:10971	Approved	SLC22A7	solute carrier family 22 member 7	10864		604995
HGNC:10972	Approved	SLC22A8	solute carrier family 22 member 8	9376		607581
HGNC:16261	Approved	SLC22A9	solute carrier family 22 member 9	114571		607579
HGNC:18057	Approved	SLC22A10	solute carrier family 22 member 10	387775		607580
HGNC:18120	Approved	SLC22A11	solute carrier family 22 member 11	55867		607097
HGNC:17989	Approved	SLC22A12	solute carrier family 22 member 12	116085	166795	607096
HGNC:8494	Approved	SLC22A13	solute carrier family 22 member 13	9390		604047
HGNC:8495	Approved	SLC22A14	solute carrier family 22 member 14	9389		604048
HGNC:20301	Approved	SLC22A15	solute carrier family 22 member 15	55356		608275
HGNC:20302	Approved	SLC22A16	solute carrier family 22 member 16	85413		608276
HGNC:23095	Approved	SLC22A17	solute carrier family 22 member 17	51310		611461
HGNC:10964	Approved	SLC22A18	solute carrier family 22 member 18	5002	437689	602631
HGNC:10965	Approved	SLC22A18AS	solute carrier family 22 member 18 antisense	5003		603240
HGNC:29867	Approved	SLC22A20P	solute carrier family 22 member 20, pseudogene	440044		611696
HGNC:21106	Approved	SLC22A23	solute carrier family 22 member 23	63027		611697
HGNC:28542	Approved	SLC22A24	solute carrier family 22 member 24	283238		611698
HGNC:32935	Approved	SLC22A25	solute carrier family 22 member 25	387601		610792
HGNC:27091	Approved	SLC22A31	solute carrier family 22 member 31	146429		
HGNC:10974	Approved	SLC23A1	solute carrier family 23 member 1	9963		603790
HGNC:10973	Approved	SLC23A2	solute carrier family 23 member 2	9962		603791
HGNC:20601	Approved	SLC23A3	solute carrier family 23 member 3	151295		
HGNC:20602	Approved	SLC23A4P	solute carrier family 23 member 4, pseudogene	641842		
HGNC:10975	Approved	SLC24A1	solute carrier family 24 member 1	9187	244378	603617
HGNC:10976	Approved	SLC24A2	solute carrier family 24 member 2	25769		609838
HGNC:10977	Approved	SLC24A3	solute carrier family 24 member 3	57419		609839
HGNC:10978	Approved	SLC24A4	solute carrier family 24 member 4	123041	328699	609840
HGNC:20611	Approved	SLC24A5	solute carrier family 24 member 5	283652	371844	609802
HGNC:10979	Approved	SLC25A1	solute carrier family 25 member 1	6576	358443	190315
HGNC:43845	Approved	SLC25A1P1	solute carrier family 25 member 1 pseudogene 1	100131457		
HGNC:43847	Approved	SLC25A1P2	solute carrier family 25 member 1 pseudogene 2	100133079		
HGNC:43846	Approved	SLC25A1P3	solute carrier family 25 member 1 pseudogene 3	644159		
HGNC:43848	Approved	SLC25A1P4	solute carrier family 25 member 1 pseudogene 4	100132355		
HGNC:43849	Approved	SLC25A1P5	solute carrier family 25 member 1 pseudogene 5	642290		
HGNC:22921	Approved	SLC25A2	solute carrier family 25 member 2	83884		608157
HGNC:10989	Approved	SLC25A3	solute carrier family 25 member 3	5250	158407	600370
HGNC:26869	Approved	SLC25A3P1	solute carrier family 25 member 3 pseudogene 1	163742		
HGNC:43784	Approved	SLC25A3P2	solute carrier family 25 member 3 pseudogene 2	100128618		
HGNC:43785	Approved	SLC25A3P3	solute carrier family 25 member 3 pseudogene 3	100422606		
HGNC:10990	Approved	SLC25A4	solute carrier family 25 member 4	291	118807	103220
HGNC:10991	Approved	SLC25A5	solute carrier family 25 member 5	292		300150
HGNC:43438	Approved	SLC25A5-AS1	SLC25A5 antisense RNA 1	100303728		
HGNC:19250	Approved	SLC25A5P1	solute carrier family 25 member 5 pseudogene 1	266623		
HGNC:35470	Approved	SLC25A5P2	solute carrier family 25 member 5 pseudogene 2	344371		
HGNC:507	Approved	SLC25A5P3	solute carrier family 25 member 5 pseudogene 3	222005		
HGNC:35471	Approved	SLC25A5P4	solute carrier family 25 member 5 pseudogene 4	100131027		
HGNC:511	Approved	SLC25A5P5	solute carrier family 25 member 5 pseudogene 5	442525		
HGNC:512	Approved	SLC25A5P6	solute carrier family 25 member 5 pseudogene 6	644042		
HGNC:513	Approved	SLC25A5P7	solute carrier family 25 member 5 pseudogene 7	442255		
HGNC:35469	Approved	SLC25A5P8	solute carrier family 25 member 5 pseudogene 8	392301		
HGNC:35468	Approved	SLC25A5P9	solute carrier family 25 member 5 pseudogene 9	100133074		
HGNC:10992	Approved	SLC25A6	solute carrier family 25 member 6	293		300151
HGNC:10992	Approved	SLC25A6	solute carrier family 25 member 6	293		403000
HGNC:16554	Approved	SLC25A6P1	solute carrier family 25 member 6 pseudogene 1	128790		
HGNC:43850	Approved	SLC25A6P2	solute carrier family 25 member 6 pseudogene 2	138412		
HGNC:43852	Approved	SLC25A6P3	solute carrier family 25 member 6 pseudogene 3	100422686		
HGNC:43853	Approved	SLC25A6P4	solute carrier family 25 member 6 pseudogene 4	100422690		
HGNC:43854	Approved	SLC25A6P5	solute carrier family 25 member 6 pseudogene 5	100129319		
HGNC:43855	Approved	SLC25A6P6	solute carrier family 25 member 6 pseudogene 6	100128312		
HGNC:10980	Approved	SLC25A10	solute carrier family 25 member 10	1468		606794
HGNC:10981	Approved	SLC25A11	solute carrier family 25 member 11	8402		604165
HGNC:10982	Approved	SLC25A12	solute carrier family 25 member 12	8604	356212	603667
HGNC:10983	Approved	SLC25A13	solute carrier family 25 member 13	10165	118786	603859
HGNC:10984	Approved	SLC25A14	solute carrier family 25 member 14	9016		300242
HGNC:43856	Approved	SLC25A14P1	solute carrier family 25 member 14 pseudogene 1	100288343		
HGNC:10985	Approved	SLC25A15	solute carrier family 25 member 15	10166	118789	603861
HGNC:18497	Approved	SLC25A15P1	solute carrier family 25 member 15 pseudogene 1	100422624		
HGNC:39843	Approved	SLC25A15P2	solute carrier family 25 member 15 pseudogene 2	100874522		
HGNC:39844	Approved	SLC25A15P3	solute carrier family 25 member 15 pseudogene 3	100422635		
HGNC:39845	Approved	SLC25A15P4	solute carrier family 25 member 15 pseudogene 4	100422636		
HGNC:39846	Approved	SLC25A15P5	solute carrier family 25 member 15 pseudogene 5	100422642		
HGNC:10986	Approved	SLC25A16	solute carrier family 25 member 16	8034		139080
HGNC:10987	Approved	SLC25A17	solute carrier family 25 member 17	10478		606795
HGNC:10988	Approved	SLC25A18	solute carrier family 25 member 18	83733		609303
HGNC:43857	Approved	SLC25A18P1	solute carrier family 25 member 18 pseudogene 1	106480776		
HGNC:14409	Approved	SLC25A19	solute carrier family 25 member 19	60386	118794	606521
HGNC:1421	Approved	SLC25A20	solute carrier family 25 member 20	788	118799	613698
HGNC:1422	Approved	SLC25A20P1	solute carrier family 25 member 20 pseudogene 1	789		
HGNC:14411	Approved	SLC25A21	solute carrier family 25 member 21	89874	470814	607571
HGNC:44298	Approved	SLC25A21-AS1	SLC25A21 antisense RNA 1	100129794		
HGNC:19954	Approved	SLC25A22	solute carrier family 25 member 22	79751	118803	609302
HGNC:19375	Approved	SLC25A23	solute carrier family 25 member 23	79085		608746
HGNC:20662	Approved	SLC25A24	solute carrier family 25 member 24	29957		608744
HGNC:48933	Approved	SLC25A24P1	SLC25A24 pseudogene 1	727941		
HGNC:48934	Approved	SLC25A24P2	SLC25A24 pseudogene 2	100422608		
HGNC:20663	Approved	SLC25A25	solute carrier family 25 member 25	114789		608745
HGNC:27844	Approved	SLC25A25-AS1	SLC25A25 antisense RNA 1	100289019		
HGNC:20661	Approved	SLC25A26	solute carrier family 25 member 26	115286	476887	611037
HGNC:21065	Approved	SLC25A27	solute carrier family 25 member 27	9481		613725
HGNC:23472	Approved	SLC25A28	solute carrier family 25 member 28	81894		609767
HGNC:20116	Approved	SLC25A29	solute carrier family 25 member 29	123096		615064
HGNC:27371	Approved	SLC25A30	solute carrier family 25 member 30	253512		610793
HGNC:42795	Approved	SLC25A30-AS1	SLC25A30 antisense RNA 1	100874259		
HGNC:25319	Approved	SLC25A31	solute carrier family 25 member 31	83447		610796
HGNC:29683	Approved	SLC25A32	solute carrier family 25 member 32	81034	471076	610815
HGNC:29681	Approved	SLC25A33	solute carrier family 25 member 33	84275		610816
HGNC:27653	Approved	SLC25A34	solute carrier family 25 member 34	284723		610817
HGNC:53623	Approved	SLC25A34-AS1	SLC25A34 and TMEM82 antisense RNA 1	110806303		
HGNC:31921	Approved	SLC25A35	solute carrier family 25 member 35	399512		610818
HGNC:25554	Approved	SLC25A36	solute carrier family 25 member 36	55186		616149
HGNC:48935	Approved	SLC25A36P1	SLC25A36 pseudogene 1	106480240		
HGNC:29786	Approved	SLC25A37	solute carrier family 25 member 37	51312		610387
HGNC:26054	Approved	SLC25A38	solute carrier family 25 member 38	54977	200717	610819
HGNC:43858	Approved	SLC25A38P1	solute carrier family 25 member 38 pseudogene 1	441915		
HGNC:24279	Approved	SLC25A39	solute carrier family 25 member 39	51629		610820
HGNC:43859	Approved	SLC25A39P1	solute carrier family 25 member 39 pseudogene 1	100420877		
HGNC:48936	Approved	SLC25A39P2	SLC25A39 pseudogene 2	107126289		
HGNC:29680	Approved	SLC25A40	solute carrier family 25 member 40	55972		610821
HGNC:28533	Approved	SLC25A41	solute carrier family 25 member 41	284427		610822
HGNC:28380	Approved	SLC25A42	solute carrier family 25 member 42	284439		610823
HGNC:30557	Approved	SLC25A43	solute carrier family 25 member 43	203427		300641
HGNC:29036	Approved	SLC25A44	solute carrier family 25 member 44	9673		610824
HGNC:27442	Approved	SLC25A45	solute carrier family 25 member 45	283130		610825
HGNC:25198	Approved	SLC25A46	solute carrier family 25 member 46	91137	436878	610826
HGNC:20115	Approved	SLC25A47	solute carrier family 25 member 47	283600		609911
HGNC:43860	Approved	SLC25A47P1	solute carrier family 25 member 47 pseudogene 1	105369316		
HGNC:30451	Approved	SLC25A48	solute carrier family 25 member 48	153328		616150
HGNC:27965	Approved	SLC25A48-AS1	SLC25A48 antisense RNA 1	340074		
HGNC:23323	Approved	SLC25A51	solute carrier family 25 member 51	92014		
HGNC:23325	Approved	SLC25A51P1	SLC25A51 pseudogene 1	442229		
HGNC:23327	Approved	SLC25A51P2	SLC25A51 pseudogene 2	645423		
HGNC:31051	Approved	SLC25A51P3	SLC25A51 pseudogene 3	100128119		
HGNC:54321	Approved	SLC25A51P4	SLC25A51 pseudogene 4	494141		
HGNC:23324	Approved	SLC25A52	solute carrier family 25 member 52	147407		616153
HGNC:31894	Approved	SLC25A53	solute carrier family 25 member 53	401612		300941
HGNC:10993	Approved	SLC26A1	solute carrier family 26 member 1	10861		610130
HGNC:10994	Approved	SLC26A2	solute carrier family 26 member 2	1836	118813	606718
HGNC:3018	Approved	SLC26A3	solute carrier family 26 member 3	1811	118817	126650
HGNC:8818	Approved	SLC26A4	solute carrier family 26 member 4	5172	118821	605646
HGNC:22385	Approved	SLC26A4-AS1	SLC26A4 antisense RNA 1	286002		
HGNC:9359	Approved	SLC26A5	solute carrier family 26 member 5	375611	160337	604943
HGNC:14472	Approved	SLC26A6	solute carrier family 26 member 6	65010		610068
HGNC:14467	Approved	SLC26A7	solute carrier family 26 member 7	115111		608479
HGNC:14468	Approved	SLC26A8	solute carrier family 26 member 8	116369	408636	608480
HGNC:14469	Approved	SLC26A9	solute carrier family 26 member 9	115019		608481
HGNC:40686	Approved	SLC26A9-AS1	SLC26A9 and RAB7B antisense RNA 1	103021296		
HGNC:14470	Approved	SLC26A10	solute carrier family 26 member 10	65012		
HGNC:14471	Approved	SLC26A11	solute carrier family 26 member 11	284129		610117
HGNC:10995	Approved	SLC27A1	solute carrier family 27 member 1	376497		600691
HGNC:10996	Approved	SLC27A2	solute carrier family 27 member 2	11001		603247
HGNC:10997	Approved	SLC27A3	solute carrier family 27 member 3	11000		604193
HGNC:10998	Approved	SLC27A4	solute carrier family 27 member 4	10999	208329	604194
HGNC:10999	Approved	SLC27A5	solute carrier family 27 member 5	10998	471078	603314
HGNC:11000	Approved	SLC27A6	solute carrier family 27 member 6	28965		604196
HGNC:11001	Approved	SLC28A1	solute carrier family 28 member 1	9154		606207
HGNC:11002	Approved	SLC28A2	solute carrier family 28 member 2	9153		606208
HGNC:16484	Approved	SLC28A3	solute carrier family 28 member 3	64078		608269
HGNC:11003	Approved	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	2030		602193
HGNC:11004	Approved	SLC29A2	solute carrier family 29 member 2	3177		602110
HGNC:23096	Approved	SLC29A3	solute carrier family 29 member 3	55315	173057	612373
HGNC:23097	Approved	SLC29A4	solute carrier family 29 member 4	222962		609149
HGNC:43783	Approved	SLC29A4P1	solute carrier family 29 member 4 pseudogene 1	402509		
HGNC:43782	Approved	SLC29A4P2	solute carrier family 29 member 4 pseudogene 2	100132308		
HGNC:11012	Approved	SLC30A1	solute carrier family 30 member 1	7779		609521
HGNC:11013	Approved	SLC30A2	solute carrier family 30 member 2	7780	471082	609617
HGNC:11014	Approved	SLC30A3	solute carrier family 30 member 3	7781		602878
HGNC:11015	Approved	SLC30A4	solute carrier family 30 member 4	7782		602095
HGNC:19089	Approved	SLC30A5	solute carrier family 30 member 5	64924		607819
HGNC:19305	Approved	SLC30A6	solute carrier family 30 member 6	55676		611148
HGNC:19306	Approved	SLC30A7	solute carrier family 30 member 7	148867		611149
HGNC:20303	Approved	SLC30A8	solute carrier family 30 member 8	169026		611145
HGNC:1329	Approved	SLC30A9	solute carrier family 30 member 9	10463		604604
HGNC:25355	Approved	SLC30A10	solute carrier family 30 member 10	55532	311032	611146
HGNC:11016	Approved	SLC31A1	solute carrier family 31 member 1	1317		603085
HGNC:17124	Approved	SLC31A1P1	solute carrier family 31 member 1 pseudogene 1	117151		
HGNC:11017	Approved	SLC31A2	solute carrier family 31 member 2	1318		603088
HGNC:11018	Approved	SLC32A1	solute carrier family 32 member 1	140679		616440
HGNC:95	Approved	SLC33A1	solute carrier family 33 member 1	9197	180215	603690
HGNC:11019	Approved	SLC34A1	solute carrier family 34 member 1	6569	227390	182309
